0,1,2,3
1.2850662976436145,0.48646291226633026,1.5261222057132542,-1.702625082444143
-0.023493119448036885,0.2995479147906203,-0.19638800204788778,-1.7069668541868526
1.2377389719749625,-2.0225934178793095,0.039992296966762944,0.3255290731191708
-0.16475377064381655,0.4661844686983416,-2.055963267192241,0.245803813717883
-0.2474641272902425,-1.9185457153496475,1.2843452915049431,0.29703704947355336
-0.5075939715721485,-0.29651043605820265,0.46533645690901826,1.2409809219673353
1.2371202930843148,0.43628004658380604,-0.14967990421582178,0.5619187277085225
-0.913109762831493,-1.1590864485951804,-0.6266420152814168,0.7345888406891213
0.30047964441298936,0.45729765820714413,0.972965315451484,-2.2815208565951064
1.4542203313184012,-0.02643638990582769,1.100259657280771,-0.22293716571640762
