0,1,2,3
-0.393744326531949,0.5683786768980511,-0.38753107808136356,-2.3905261441484473
2.140672415162373,-0.5643978905284397,0.4277278722815329,-1.8027066704892256
-0.5300783349423474,0.30501629660986684,0.819187249017287,-0.751868459420762
-0.4553268372573722,0.3805743293882889,-0.5761047312591732,-2.1647400121160314
0.890340608501082,-0.36837755008641954,-0.3040192143862301,0.10848657983598092
0.07650187859925221,-1.4294915908774346,-0.9966109896884906,-0.4080218246068192
-0.9630322031975519,-0.18303946800991952,-1.1701890796758756,-1.0906794525267112
-1.0962174824240736,0.7778709966298859,0.006988811168201106,1.9104370051009867
0.21753031460911387,0.09302733768227277,0.25286299354785696,-0.23640172049081323
-1.0824569363698102,0.8114908800369857,-0.8748399739534812,-1.9060128220793329
